instrumentToken,instrumentName,name,lastPrice,expiry,strike,tickSize,lotSize,instrumentType,segment,exchange,isin,multiplier,exchangeToken,OptionType
4492,AQFINTECH,Algoquant Fintech Ltd,409.1,0,0,0.050000,1,BE,CASH,BSE,INE598D01027,1,505725,-
7474,ALKA,Alka India Ltd,2.81,0,0,0.010000,1,BE,CASH,BSE,INE061B01020,1,530889,-
11166,AIML,Alliance Integrated Metaliks Ltd,19.15,0,0,0.050000,1,BE,CASH,BSE,INE123D01024,1,534064,-
37027,ALNATRD,Alna Trading & Exports Ltd,28.95,0,0,0.050000,50,BE,CASH,BSE,INE07I701011,1,506120,-
10262,AMALGAM,Amalgamated Electricity Company Ltd,15,0,0,0.010000,1,BE,CASH,BSE,INE492N01022,1,501622,-
214850,AMARSEC,Amarnath Securities Ltd,18.05,0,0,0.050000,1,BE,CASH,BSE,INE745P01010,1,538465,-
13596,AMBARPIL,Ambar Protein Industries Ltd,29.65,0,0,0.050000,1,BE,CASH,BSE,INE072V01017,1,519471,-
44517,AIHL,Ambassador Intra Holdings Ltd,28.7,0,0,0.050000,1,BE,CASH,BSE,INE342U01016,1,542524,-
112575,AMBITION,Ambition Mica Ltd,6.38,0,0,0.010000,1,BE,CASH,BSE,INE563S01011,1,539223,-
8183,AMERISE,Amerise Biosciences Ltd,1.36,0,0,0.010000,1,BE,CASH,BSE,INE673C01020,1,531681,-
17455,AMS,AMS Polymers Ltd,24.55,0,0,0.050000,1,BE,CASH,BSE,INE345U01019,1,540066,-
36748,ANANDPROJ,Anand Projects Ltd,19.2,0,0,0.050000,1,BE,CASH,BSE,INE134R01013,1,501630,-
10257,ANJANIFOODS,Anjani Foods Ltd,105.15,0,0,0.050000,1,BE,CASH,BSE,INE096I01013,1,511153,-
9576,ANSINDUS,ANS Industries Ltd,13.15,0,0,0.010000,1,BE,CASH,BSE,INE234J01018,1,531406,-
37183,ANSHNCO,Anshuni Commercials Ltd,4.18,0,0,0.010000,100,BE,CASH,BSE,INE425H01016,1,512091,-
151188,ANTARIKSH,Antariksh Industries Ltd,1.28,0,0,0.010000,1,BE,CASH,BSE,INE825M01017,1,501270,-
15990,1032APCRD24,APCRDA-10.32%-16-8-24-PVT,207000,0,0,0.010000,5,ZZ,-,BSE,INE01E708016,1,958176,-
38609,ACFL,Apex Capital and Finance Ltd,45.6,0,0,0.050000,1,BE,CASH,BSE,INE758W01019,1,541133,-
9975,APIS,Apis India Ltd,18.4,0,0,0.050000,1,BE,CASH,BSE,INE070K01014,1,506166,-
7551,APLAB,Aplab Ltd,25,0,0,0.050000,1,BE,CASH,BSE,INE273A01015,1,517096,-
13982,ADL,Archidply Decor Ltd,44.3,0,0,0.050000,1,BE,CASH,BSE,INE0CHO01012,1,543231,-
37671,ARHNTTO,Arihant Tournesol Ltd,18.3,0,0,0.050000,1,BE,CASH,BSE,INE00HZ01011,1,526125,-
37955,ARISINT,Aris International Ltd,18.1,0,0,0.050000,1,BE,CASH,BSE,INE588E01026,1,531677,-
7864,ARUNIS,Arunis Abode Ltd,32,0,0,0.050000,1,BE,CASH,BSE,INE377D01018,1,526935,-
10298,ABVL,Arunjyoti Bio Ventures Ltd,25,0,0,0.050000,1,BE,CASH,BSE,INE485K01014,1,530881,-
48808,ARVIND,Arvind Ltd,115.5,0,0,0.050000,1,BE,CASH,BSE,INE034A01011,1,500101,-
12097,ARYAN,Aryan Share & Stock Brokers Ltd,6.3,0,0,0.010000,1,BE,CASH,BSE,INE016X01010,1,542176,-
9560,ASHAI,Ashiana Agro Industries Ltd,10.11,0,0,0.010000,1,BE,CASH,BSE,INE709D01012,1,519174,-
5801,ASHISHPO,Ashish Polyplast Ltd,53.55,0,0,0.050000,1,BE,CASH,BSE,INE831C01016,1,530429,-
9755,ASHNOOR,Ashnoor Textile Mills Ltd,69.8,0,0,0.050000,1,BE,CASH,BSE,INE372I01018,1,507872,-
38002,ASHOKRE,Ashoka Refineries Ltd,11.99,0,0,0.010000,100,BE,CASH,BSE,INE760M01016,1,526983,-
10696,ASHRAM,Ashram Online.com Ltd,5.01,0,0,0.010000,1,BE,CASH,BSE,INE293C01019,1,526187,-
48942,ASIACAP,Asia Capital Ltd,16.55,0,0,0.050000,1,BE,CASH,BSE,INE131Q01011,1,538777,-
37899,ASINPET,Asian Petroproducts & Exports Ltd,27.8,0,0,0.050000,1,BE,CASH,BSE,INE810M01019,1,524434,-
21002,ASSAMENT,Assam Entrade Ltd,506,0,0,0.050000,1,BE,CASH,BSE,INE165G01010,1,542911,-
13411,ASUTENT,Asutosh Enterprises Ltd,0.01,0,0,0.010000,100,BE,CASH,BSE,INE508W01018,1,512433,-
7517,ATHENAGLO,Athena Global Technologies Ltd,71.85,0,0,0.050000,1,BE,CASH,BSE,INE576B01019,1,517429,-
10530,ATVPR,ATV Projects India Ltd,9.88,0,0,0.010000,1,BE,CASH,BSE,INE447A01015,1,500028,-
4205,ASAL,Automotive Stampings & Assemblies Ltd,587.65,0,0,0.050000,1,BE,CASH,BSE,INE900C01027,1,520119,-
38011,AUTOINT,Autoriders International Ltd,20.05,0,0,0.050000,1,BE,CASH,BSE,INE340U01010,1,512277,-
4933,AXELPOLY,Axel Polymers Ltd,49.55,0,0,0.050000,1,BE,CASH,BSE,INE197C01012,1,513642,-
36807,AYOME,Ayoki Merchantile Ltd,18,0,0,0.050000,50,BE,CASH,BSE,INE048E01013,1,512063,-
37623,BAPACK,B & A Packaging India Ltd,190.15,0,0,0.050000,1,BE,CASH,BSE,INE00FM01013,1,523186,-
7516,BCCFUBA,B C C Fuba India Ltd,23.25,0,0,0.050000,1,BE,CASH,BSE,INE788D01016,1,517246,-
7387,B2BSOFT,B2B Software Technologies Ltd,37.3,0,0,0.050000,1,BE,CASH,BSE,INE151B01011,1,531268,-
9633,BACPHAR,Bacil Pharma Ltd,5.73,0,0,0.010000,1,BE,CASH,BSE,INE711D01018,1,524516,-
9816,BALFC,Baid Leasing & Finance Co Ltd,172.1,0,0,0.050000,1,BE,CASH,BSE,INE020D01014,1,511724,-
9841,BAJGLOB,Bajaj Global Ltd,3,0,0,0.010000,1,BE,CASH,BSE,INE553H01015,1,512261,-
9063,BVCL,Barak Valley Cements Ltd,22.75,0,0,0.050000,1,BE,CASH,BSE,INE139I01011,1,532916,-
17172,BAZELINTER,Bazel International Ltd,26.5,0,0,0.050000,1,BE,CASH,BSE,INE217E01014,1,539946,-
7685,BEEYU,Beeyu Overseas Ltd,3.33,0,0,0.010000,1,BE,CASH,BSE,INE052B01011,1,532645,-
13402,BENGALS,Bengal Steel Industries Ltd,0.01,0,0,0.010000,50,BE,CASH,BSE,INE523W01017,1,512404,-
37770,BENTCOM,Bentley Commercial Enterprises Ltd,4.05,0,0,0.010000,50,BE,CASH,BSE,INE496M01017,1,512195,-
9575,BERVINL,Bervin Investments & Leasing Ltd,37.05,0,0,0.050000,1,BE,CASH,BSE,INE348I01018,1,531340,-
9903,BERYLSE,Beryl Securities Ltd,9.99,0,0,0.010000,1,BE,CASH,BSE,INE508J01015,1,531582,-
9552,BHAGWOX,Bhagawati Oxygen Ltd,54.3,0,0,0.050000,1,BE,CASH,BSE,INE026I01010,1,509449,-
13968,BHANDERI,Bhanderi Infracon Ltd,128.7,0,0,0.050000,1200,BE,CASH,BSE,INE336Q01016,1,538576,-
7251,BIBCL,Bharat Immunological & Biological Corporation Ltd,28.1,0,0,0.050000,1,BE,CASH,BSE,INE994B01014,1,524663,-
27830,BPLPHARMA,Bharat Parenterals Ltd,341.35,0,0,0.050000,1,BE,CASH,BSE,INE365Y01019,1,541096,-
3286,AIRTELPP,Bharti Airtel Ltd Partly Paidup,393.85,0,0,0.050000,1,E1,-,BSE,IN9397D01014,1,890157,-
3286,AIRTELPP,Bharti Airtel Ltd Partly Paidup,393.85,0,0,0.050000,1,E1,-,BSE,IN9397D01014,1,890157,-
68751,BHARTIA,Bhartia Bachat Ltd,34.3,0,0,0.050000,1,BE,CASH,BSE,INE745R01016,1,543208,-
17533,BHASKAGR,Bhaskar Agrochemicals Ltd,63.7,0,0,0.050000,1,BE,CASH,BSE,INE972C01018,1,524534,-
29563,BCCL,Bhatia Colour Chem Ltd,42.75,0,0,0.050000,1600,BE,CASH,BSE,INE0KQ001017,1,543497,-
10676,BHEEMACEM,Bheema Cements Ltd,23.26,0,0,0.050000,1,BE,CASH,BSE,INE333H01020,1,518017,-
7582,BIHSPONG,Bihar Sponge Iron Ltd,10.73,0,0,0.010000,1,BE,CASH,BSE,INE819C01011,1,500058,-
37418,BIJHANS,Bijoy Hans Ltd,22.1,0,0,0.050000,1,BE,CASH,BSE,INE491D01017,1,524723,-
10157,ZBINTXPP,Binayaka Tex Processors Ltd,665,0,0,0.050000,1,BE,CASH,BSE,INE626H01019,1,523054,-
5162,BKV,BKV Industries Ltd,8.69,0,0,0.010000,1,BE,CASH,BSE,INE356C01022,1,519500,-
6751,BLSINFOTE,BLS Infotech Ltd,3.61,0,0,0.010000,1,BE,CASH,BSE,INE606B01022,1,531175,-
74402,BLUECLOUDS,Blue Cloud Softech Solutions Ltd,13.5,0,0,0.010000,1,BE,CASH,BSE,INE373T01039,1,539607,-
13937,BOMBWIR,Bombay Wire Ropes Ltd,64.6,0,0,0.050000,1,BE,CASH,BSE,INE089T01023,1,504648,-
5740,BRAWN,Brawn Biotech Ltd,17.35,0,0,0.050000,1,BE,CASH,BSE,INE899B01015,1,530207,-
6574,BCG,Brightcom Group Ltd,97.4,0,0,0.050000,1,BE,CASH,BSE,INE425B01027,1,532368,-
7540,BRIJLEAS,Brijlaxmi Leasing & Finance Ltd,2.53,0,0,0.010000,1,BE,CASH,BSE,INE957E01031,1,532113,-
11697,BSE CD,BSE CD,0,0,0,0.050000,1,IN,-,BSE,,1,0,-
11707,BSE CG,BSE CG,0,0,0,0.050000,1,IN,-,BSE,,1,0,-
11701,BSE100,BSE100,0,0,0,0.050000,1,IN,-,BSE,,1,0,-
11718,BSE200,BSE200,0,0,0,0.050000,1,IN,-,BSE,,1,0,-
11719,BSE500,BSE500,0,0,0,0.050000,1,IN,-,BSE,,1,0,-
11037,CJGEL,C J Gelatine Products Ltd,19.25,0,0,0.050000,1,BE,CASH,BSE,INE557D01015,1,507515,-
49197,CAPFIN,Capfin India Ltd,7.66,0,0,0.010000,1,BE,CASH,BSE,INE960C01013,1,539198,-
11288,CAPRO,Caprolactam Chemicals Ltd,47.4,0,0,0.050000,1,BE,CASH,BSE,INE470N01010,1,507486,-
7175,CATVISION,Catvision Ltd,11.32,0,0,0.010000,1,BE,CASH,BSE,INE660B01011,1,531158,-
5986,CEENIKEXPO,Ceenik Exports (India) Ltd,12.47,0,0,0.010000,1,BE,CASH,BSE,INE418D01010,1,531119,-
10246,CEETAIN,Ceeta Industries Ltd,16.8,0,0,0.050000,1,BE,CASH,BSE,INE760J01012,1,514171,-
10151,CESL,CES Ltd,0.39,0,0,0.010000,1,BE,CASH,BSE,INE396F01013,1,512341,-
13921,CHADPAP,Chadha Papers Ltd,8.75,0,0,0.010000,1,BE,CASH,BSE,INE669W01018,1,531946,-
11282,CHMBBRW,Chambal Breweries & Distilleries Ltd,2.33,0,0,0.010000,1,BE,CASH,BSE,INE417N01011,1,512301,-
6091,CHARMS,Charms Industries Ltd,4.7,0,0,0.010000,1,BE,CASH,BSE,INE442C01012,1,531327,-
7403,CHRTEDCA,Chartered Capital & Investment Ltd,101.7,0,0,0.050000,1,BE,CASH,BSE,INE953B01010,1,511696,-
10976,CHEMOPH,Chemo Pharma Laboratories Ltd,41.3,0,0,0.050000,1,BE,CASH,BSE,INE320M01019,1,506365,-
8158,CHITRTX,Chitradurga Spintex Ltd,13.65,0,0,0.010000,1,BE,CASH,BSE,INE676G01024,1,521244,-
2701,CHOWGULSTM,Chowgule Steamships Ltd,12.85,0,0,0.010000,1,BE,CASH,BSE,INE490A01015,1,501833,-
37454,CIANAGRO,CIAN Agro Industries & Infrastructure Ltd,68.85,0,0,0.050000,1,BE,CASH,BSE,INE052V01019,1,519477,-
6752,CINDRELL,Cindrella Financial Services Ltd,10.78,0,0,0.010000,1,BE,CASH,BSE,INE897D01015,1,531283,-
7623,CINDHO,Cindrella Hotels Ltd,27.6,0,0,0.050000,1,BE,CASH,BSE,INE908C01012,1,526373,-
6804,CITIPOR,CitiPort Financial Services Ltd,29.5,0,0,0.050000,1,BE,CASH,BSE,INE494D01011,1,531235,-
48952,CIL,Citizen Infoline Ltd,21.7,0,0,0.050000,1,BE,CASH,BSE,INE473L01018,1,538786,-
10473,CITYMAN,Cityman Ltd,6.01,0,0,0.010000,1,BE,CASH,BSE,INE117C01010,1,521210,-
37441,CLASELE,Classic Electricals Ltd,15.5,0,0,0.050000,1,BE,CASH,BSE,INE02BR01017,1,512213,-
19170,CFL,Classic Filaments Ltd,7.08,0,0,0.010000,1,BE,CASH,BSE,INE181U01018,1,540310,-
36814,COARO,Coastal Roadways Ltd,21.3,0,0,0.050000,100,BE,CASH,BSE,INE229E01019,1,520131,-
7088,COLINZ,Colinz Laboratories Ltd,23.55,0,0,0.050000,1,BE,CASH,BSE,INE923C01011,1,531210,-
5368,CONSTRONIC,Constronics Infra Ltd,9.63,0,0,0.010000,1,BE,CASH,BSE,INE537B01011,1,523844,-
97100,CONTAINER,Containerway International Ltd,5.13,0,0,0.010000,1,BE,CASH,BSE,INE319U01022,1,540597,-
10548,CONTILI,Contil India Ltd,45.05,0,0,0.050000,1,BE,CASH,BSE,INE080G01011,1,531067,-
13296,CONTCHM,Continental Chemicals Ltd,128.6,0,0,0.050000,1,BE,CASH,BSE,INE423K01015,1,506935,-
10538,CONTPTR,Continental Petroleums Ltd,39.65,0,0,0.050000,1,BE,CASH,BSE,INE369D01023,1,523232,-
12747,CSL,Continental Securities Ltd,23.25,0,0,0.050000,1,BE,CASH,BSE,INE183Q01012,1,538868,-
13806,CORNE,Coral Newsprints Ltd,12.7,0,0,0.010000,1,BE,CASH,BSE,INE715D01019,1,530755,-
36828,CORAGRO,Coromandel Agro Products and Oils Ltd,0.58,0,0,0.010000,50,BE,CASH,BSE,INE495D01018,1,507543,-
11130,CORPOCO,Corporate Courier & Cargo Ltd,12,0,0,0.010000,1,BE,CASH,BSE,INE871E01018,1,526737,-
12140,CMBL,Corporate Merchant Bankers Ltd,14.46,0,0,0.010000,1,BE,CASH,BSE,INE850R01014,1,540199,-
6762,CRESSAN,Cressanda Solutions Ltd,19.03,0,0,0.050000,1,BE,CASH,BSE,INE716D01033,1,512379,-
165251,CRSTCHM,Crestchem Ltd,41,0,0,0.050000,1,BE,CASH,BSE,INE293N01016,1,526269,-
38025,CRIMSON,Crimson Metal Engineering Company Ltd,8.5,0,0,0.010000,100,BE,CASH,BSE,INE318P01016,1,526977,-
11090,CROISSANCE,Croissance Ltd,8.49,0,0,0.010000,1,BE,CASH,BSE,INE587J01027,1,531909,-
6810,CYBERMEDIA,Cyber Media (India) Ltd,29.9,0,0,0.050000,1,BE,CASH,BSE,INE278G01037,1,532640,-
10170,DBREALTY,D B Realty Ltd,104.7,0,0,0.050000,1,BE,CASH,BSE,INE879I01012,1,533160,-
7939,DSINVEST,Dalal Street Investments Ltd,275,0,0,0.050000,1,BE,CASH,BSE,INE422D01012,1,501148,-
93768,DARSHANORNA,Darshan Orna Ltd,76.65,0,0,0.050000,1,BE,CASH,BSE,INE671T01010,1,539884,-
13560,DATIWARE,Datiware Maritime Infra Ltd,18.9,0,0,0.050000,100,BE,CASH,BSE,INE673U01014,1,519413,-
3345,DCMFINSERV,DCM Financial Services Ltd,3.22,0,0,0.010000,1,BE,CASH,BSE,INE891B01012,1,511611,-
7583,DECANBRG,Deccan Bearings Ltd,21.46,0,0,0.050000,1,BE,CASH,BSE,INE498D01012,1,505703,-
13914,DFL,Decillion Finance Ltd,22.5,0,0,0.050000,1,BE,CASH,BSE,INE848N01017,1,539190,-
37875,DECOMIC,Deco-Mica Ltd,41,0,0,0.050000,100,BE,CASH,BSE,INE907E01010,1,531227,-
72198,DDIL,Deep Diamond India Ltd,14.39,0,0,0.010000,1,BE,CASH,BSE,INE005G01018,1,539559,-
37777,DESHRAK,Desh Rakshak Aushdhalaya Ltd,4.1,0,0,0.010000,100,BE,CASH,BSE,INE971E01016,1,531521,-
8953,DEVINE,Devine Impex Ltd,5.9,0,0,0.010000,1,BE,CASH,BSE,INE455C01014,1,531585,-
36846,DEVITRD,Devinsu Trading Ltd,8.6,0,0,0.010000,100,BE,CASH,BSE,INE07LH01016,1,512445,-
61705,DCL,Devoted Construction Ltd,4.26,0,0,0.010000,3000,BE,CASH,BSE,INE061Z01011,1,542002,-
9635,DHANADACO,Dhanada Corporation Ltd,6.21,0,0,0.010000,1,BE,CASH,BSE,INE041F01015,1,531198,-
66292,ZDHJERK,Dhanvantri Jeevan Rekha Ltd,16.7,0,0,0.050000,1,BE,CASH,BSE,INE239F01015,1,531043,-
61525,DWL,Dhruv Wellness Ltd,380,0,0,0.050000,1500,BE,CASH,BSE,INE109Y01011,1,540695,-
24643,DGCONTENT,Digicontent Ltd,16.7,0,0,0.050000,1,BE,CASH,BSE,INE03JI01017,1,542685,-
13138,DIGJAMLTD,Digjam Ltd,190.95,0,0,0.050000,1,BE,CASH,BSE,INE731U01028,1,539979,-
11287,DRL,Disha Resources Ltd,22.5,0,0,0.050000,1,BE,CASH,BSE,INE193D01019,1,531553,-
37999,DUGARHOU,Dugar Housing Developments Ltd,4.2,0,0,0.010000,100,BE,CASH,BSE,INE919M01018,1,511634,-
10975,DUROPACK,Duropack Ltd,31.8,0,0,0.050000,1,BE,CASH,BSE,INE138B01018,1,526355,-
9206,DUTRON,Dutron Polymers Ltd,135,0,0,0.050000,1,BE,CASH,BSE,INE940C01015,1,517437,-
78065,DAL,Dynamic Archistructures Ltd,12.5,0,0,0.010000,1,BE,CASH,BSE,INE874E01012,1,539681,-
37188,DYNAVSN,Dynavision Ltd,149.95,0,0,0.050000,1,BE,CASH,BSE,INE083E01010,1,517238,-
6201,ECOM,E.Com Infotech (India) Ltd,43.9,0,0,0.050000,1,BE,CASH,BSE,INE578B01015,1,531533,-
37924,EASTBUILD,East Buildtech Ltd,19.95,0,0,0.050000,1,BE,CASH,BSE,INE706N01017,1,507917,-
36785,ECSTSTL,Eastcoast Steel Ltd,61.4,0,0,0.050000,100,BE,CASH,BSE,INE315F01013,1,520081,-
29854,EASUN,Easun Capital Markets Ltd,30.65,0,0,0.050000,1,BE,CASH,BSE,INE771C01014,1,542906,-
63625,ECS,ECS Biztech Ltd,6.13,0,0,0.010000,1,BE,CASH,BSE,INE925Q01024,1,540063,-
14512,EIKO,Eiko Lifesciences Ltd,48.5,0,0,0.050000,1,BE,CASH,BSE,INE666Q01016,1,540204,-
10534,ELANGO,Elango Industries Ltd,12.21,0,0,0.010000,1,BE,CASH,BSE,INE594D01018,1,513452,-
36819,ELCIDIN,Elcid Investments Ltd,2,0,0,0.010000,1,BE,CASH,BSE,INE927X01018,1,503681,-
7007,ELEFLOR,Elegant Floriculture & Agrotech (India) Ltd,43.7,0,0,0.050000,1,BE,CASH,BSE,INE152E01013,1,526473,-
70203,ELITECON,Elitecon International Ltd,10.5,0,0,0.010000,1,BE,CASH,BSE,INE669R01018,1,539533,-
35328,ELLORATRAD,Ellora Trading Ltd,21.5,0,0,0.050000,1,BE,CASH,BSE,INE560T01015,1,542803,-
10292,EMERALL,Emerald Leisures Ltd,105.15,0,0,0.050000,1,BE,CASH,BSE,INE044N01021,1,507265,-
9754,EMERGENT,Emergent Industrial Solutions Ltd,88,0,0,0.050000,1,BE,CASH,BSE,INE668L01013,1,506180,-
9843,ENBETRD,Enbee Trade & Finance Ltd,66.35,0,0,0.050000,1,BE,CASH,BSE,INE993I01011,1,512441,-
11066,ERPSOFT,ERP Soft Systems Ltd,234.6,0,0,0.050000,1,BE,CASH,BSE,INE308B01017,1,530909,-
9954,ESHAMEDIA,Esha Media Research Ltd,6,0,0,0.010000,1,BE,CASH,BSE,INE328F01016,1,531259,-
37762,EUREKAI,Eureka Industries Ltd,2.44,0,0,0.010000,100,BE,CASH,BSE,INE958A01011,1,521137,-
13809,EUROASIA,Euro Asia Exports Ltd,7.65,0,0,0.010000,100,BE,CASH,BSE,INE535P01015,1,530929,-
6782,EUROLED,Euro Leder Fashion Ltd,14.79,0,0,0.010000,1,BE,CASH,BSE,INE940E01011,1,526468,-
12721,EVOQ,Evoq Remedies Ltd,22.6,0,0,0.050000,4000,BE,CASH,BSE,INE0JVD01011,1,543500,-
23754,FMEC,F Mec International Financial Services Ltd,8.86,0,0,0.010000,1,BE,CASH,BSE,INE108T01013,1,539552,-
9532,1STCUS,First Custodian Fund(I) Ltd,55.25,0,0,0.050000,1,BE,CASH,BSE,INE609B01018,1,511122,-
114223,FISCHER,Fischer Chemic Ltd,78.05,0,0,0.050000,1,BE,CASH,BSE,INE771F01025,1,524743,-
37675,FLORATX,Flora Textiles Ltd,10.75,0,0,0.010000,100,BE,CASH,BSE,INE161F01011,1,530705,-
67766,FORINTL,Fortune International Ltd,53,0,0,0.050000,1,BE,CASH,BSE,INE501D01013,1,530213,-
9765,FUNDVISER,Fundviser Capital (India) Ltd,19.85,0,0,0.050000,1,BE,CASH,BSE,INE365H01014,1,530197,-
12096,FELDVR,Future Enterprises-DVR,13.33,0,0,0.010000,1,BE,CASH,BSE,IN9623B01058,1,570002,-
5289,FUTURSEC,Futuristic Securities Ltd,11,0,0,0.010000,1,BE,CASH,BSE,INE425D01015,1,523113,-
21694,FUTSOL,Futuristic Solutions Ltd,36.25,0,0,0.050000,1,BE,CASH,BSE,INE241F01011,1,534063,-
38004,GDTRAGN,G D Trading & Agencies Ltd,10,0,0,0.010000,50,BE,CASH,BSE,INE713N01013,1,504346,-
13881,GGAUTO,G G Automotive Gears Ltd,24.3,0,0,0.050000,1,BE,CASH,BSE,INE493B01017,1,531399,-
37670,ZGAEKWAR,Gaekwar Mills Ltd,17,0,0,0.050000,1,BE,CASH,BSE,INE837X01027,1,502850,-
24700,GAJANANSEC,Gajanan Securities Services Ltd,10,0,0,0.010000,1,BE,CASH,BSE,INE868G01019,1,538609,-
11102,GALAGEX,Galaxy Agrico Exports Ltd,32.5,0,0,0.050000,1,BE,CASH,BSE,INE803L01016,1,531911,-
36927,GALXBRG,Galaxy Bearings Ltd,392.4,0,0,0.050000,1,BE,CASH,BSE,INE020S01012,1,526073,-
10118,GALLOPENT,Gallops Enterprise Ltd,17.53,0,0,0.050000,1,BE,CASH,BSE,INE755J01012,1,531902,-
36742,GANGAPA,Ganga Papers India Ltd,65.55,0,0,0.050000,1,BE,CASH,BSE,INE278O01015,1,531813,-
10821,GANONPRO,Ganon Products Ltd,11.13,0,0,0.010000,1,BE,CASH,BSE,INE162L01017,1,512443,-
14335,GARBIFIN,Garbi Finvest Ltd,23.15,0,0,0.050000,1,BE,CASH,BSE,INE721C01019,1,539492,-
37780,GARODCH,Garodia Chemical Ltd,5.3,0,0,0.010000,100,BE,CASH,BSE,INE236P01010,1,530161,-
12817,GATEWAY,Gateway Distriparks Ltd,66.2,0,0,0.050000,1,BE,CASH,BSE,INE079J01017,1,543489,-
9581,GAYATRIBI,Gayatri BioOrganics Ltd,18.75,0,0,0.050000,1,BE,CASH,BSE,INE052E01015,1,524564,-
7818,GAYATRI,Gayatri Sugars Ltd,2.7,0,0,0.010000,1,BE,CASH,BSE,INE622E01023,1,532183,-
10547,GDLLEAS,GDL Leasing & Finance Ltd,7.94,0,0,0.010000,1,BE,CASH,BSE,INE545E01018,1,530855,-
36798,GEMSPIN,Gem Spinners India Ltd,5.76,0,0,0.010000,100,BE,CASH,BSE,INE165F01020,1,521133,-
3990,GENESYS,Genesys International Corporation Ltd,570.3,0,0,0.050000,1,BE,CASH,BSE,INE727B01026,1,506109,-
49203,GVBL,Genomic Valley Biotech Ltd,24.75,0,0,0.050000,1,BE,CASH,BSE,INE574D01010,1,539206,-
7528,GLOBALCA,Global Capital Markets Ltd,4.7,0,0,0.010000,1,BE,CASH,BSE,INE062C01034,1,530263,-
12794,GMRP&UI,GMR Power & Urban Infra Ltd,32.6,0,0,0.050000,1,BE,CASH,BSE,INE0CU601026,1,543490,-
7560,GOGIACAP,Gogia Capital Services Ltd,108.8,0,0,0.050000,1,BE,CASH,BSE,INE832C01014,1,531600,-
13165,GOKULAGRO,Gokul Agro Resources Ltd,73.55,0,0,0.050000,1,BE,CASH,BSE,INE314T01025,1,539725,-
10736,ZGOLDINV,Gold Rock Investments Ltd,11.02,0,0,0.010000,1,BE,CASH,BSE,INE598F01014,1,501111,-
9904,GOLCA,Golden Carpets Ltd,7.35,0,0,0.010000,1,BE,CASH,BSE,INE595D01015,1,531928,-
23582,GOODLUCK,Goodluck India Ltd,275.85,0,0,0.050000,1,BE,CASH,BSE,INE127I01024,1,530655,-
9580,GOPAIST,Gopal Iron & Steels Co.(Gujarat) Ltd,7.29,0,0,0.010000,1,BE,CASH,BSE,INE641H01018,1,531913,-
38017,GOTHIPL,Gothi Plascon (India) Ltd,24.9,0,0,0.050000,100,BE,CASH,BSE,INE538G01018,1,531111,-
8626,GOWRALE,Gowra Leasing & Finance Ltd,22.8,0,0,0.050000,1,BE,CASH,BSE,INE225G01012,1,530709,-
9901,GRATEXI,Gratex Industries Ltd,10.51,0,0,0.010000,1,BE,CASH,BSE,INE915E01013,1,526751,-
59654,GRAVITA,Gravita India Ltd,319.45,0,0,0.050000,1,BE,CASH,BSE,INE024L01027,1,533282,-
9743,GRMOVER,GRM Overseas Ltd,641.2,0,0,0.050000,1,BE,CASH,BSE,INE192H01020,1,531449,-
17290,GROVY,Grovy India Ltd,52.95,0,0,0.050000,1,BE,CASH,BSE,INE343C01012,1,539522,-
53753,GTV,GTV Engineering Ltd,130.35,0,0,0.050000,1,BE,CASH,BSE,INE910R01016,1,539479,-
37905,GUJCONT,Gujarat Containers Ltd,123.6,0,0,0.050000,100,BE,CASH,BSE,INE276I01011,1,513507,-
11668,GUJCRED,Gujarat Credit Corporation Ltd,50.2,0,0,0.050000,1,BE,CASH,BSE,INE034B01019,1,511441,-
28001,FLUOROCHEM,Gujarat Fluorochemicals Ltd,2748.35,0,0,0.050000,1,BE,CASH,BSE,INE09N301011,1,542812,-
151182,GUJPETR,Gujarat Petrosynthese Ltd,40.7,0,0,0.050000,1,BE,CASH,BSE,INE636P01011,1,506858,-
3821,GUJRAFFIA,Gujarat Raffia Industries Ltd,34.05,0,0,0.050000,1,BE,CASH,BSE,INE610B01024,1,523836,-
37629,GUJSTATFIN,Gujarat State Financial Corporation,9.06,0,0,0.010000,1,BE,CASH,BSE,INE944A01011,1,532160,-
9720,GUJTLRM,Gujarat Toolroom Ltd,16.3,0,0,0.050000,1,BE,CASH,BSE,INE145J01024,1,513337,-
11270,GUJCMDS,Gujchem Distillers India Ltd,442.7,0,0,0.050000,1,BE,CASH,BSE,INE218N01013,1,506640,-
9144,GULPOLY,Gulshan Polyols Ltd,351.25,0,0,0.050000,1,BE,CASH,BSE,INE255D01024,1,532457,-
10315,GYANDEV,Gyan Developers & Builders Ltd,5.74,0,0,0.010000,1,BE,CASH,BSE,INE487G01018,1,530141,-
37996,HARIGOV,Hari Govind International Ltd,29.75,0,0,0.050000,100,BE,CASH,BSE,INE167F01018,1,531971,-
10161,HARLETH,Haryana Leather Chemicals Ltd,36.9,0,0,0.050000,1,BE,CASH,BSE,INE681F01018,1,524080,-
9139,HATHWAYB,Hathway Bhawani Cabletel & Datacom Ltd,23.35,0,0,0.050000,1,BE,CASH,BSE,INE525B01016,1,509073,-
49195,HAWAENG,Hawa Engineers Ltd,46.15,0,0,0.050000,1,BE,CASH,BSE,INE230I01018,1,539176,-
